timestamp,gps.posx,gps.posy,ahrs.yaw,ahrs.yaw_speed,gps.hspeed,gps.stdx,gps.stdy,gps.track,target.posx,target.posy,target.yaw,target.yaw_speed,target.hspeed,target.stdx,target.stdy,target.track,left_motor,right_motor
1558318616.1503587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.09487975506847,12.790159515634478,0.0,0.0,0.0,0.0,0.0,0.0,1443.3072311553358,825.8681942700903
1558318616.3219068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.504068046112494,12.96714697116545,0.0,0.0,0.0,0.0,0.0,0.0,1291.9248622626294,918.1182803095242
1558318616.4964337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.70861850896603,13.015751450539245,0.0,0.0,0.0,0.0,0.0,0.0,1276.403734203609,919.8265686510298
1558318616.6849308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.77705625796031,13.094840191476344,0.0,0.0,0.0,0.0,0.0,0.0,1159.782396228653,993.8819216182187
1558318616.8804064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.91393175594887,13.15580871460295,0.0,0.0,0.0,0.0,0.0,0.0,1072.9867270326984,1072.9867270326984
1558318617.0698986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.05080725393743,13.216777237729557,0.0,0.0,0.0,0.0,0.0,0.0,1066.1210591177041,1066.1210591177041
1558318617.249421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.25479006270475,13.306937397095483,0.0,0.0,0.0,0.0,0.0,0.0,1042.1911263997565,1042.1911263997565
1558318617.4439065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.458772871472064,13.397097556461407,0.0,0.0,0.0,0.0,0.0,0.0,1033.6257460193017,1033.6257460193017
1558318617.6044714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.63034731069268,13.47238901256874,0.0,0.0,0.0,0.0,0.0,0.0,918.0318460077891,1083.7617563162971
1558318617.7819967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.69993034552962,13.50260038899311,0.0,0.0,0.0,0.0,0.0,0.0,975.8619283137512,975.8619283137512
1558318617.951663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.83909641520352,13.563023141841851,0.0,0.0,0.0,0.0,0.0,0.0,970.1251815645203,970.1251815645203
1558318618.1222067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.97883745584658,13.635841828555934,0.0,0.0,0.0,0.0,0.0,0.0,962.1590420346553,962.1590420346553
1558318618.2867663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.1191534674588,13.721056449135357,0.0,0.0,0.0,0.0,0.0,0.0,934.0116331084963,934.0116331084963
1558318618.452325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.189311473264915,13.76366375942507,0.0,0.0,0.0,0.0,0.0,0.0,921.6977110563201,921.6977110563201
1558318618.619915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.365480803116135,13.834892493813566,0.0,0.0,0.0,0.0,0.0,0.0,895.7123012856244,895.7123012856244
1558318618.7864304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.577503451206354,13.892135342011132,0.0,0.0,0.0,0.0,0.0,0.0,901.8333414333028,901.8333414333028
1558318618.958235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.68351477525147,13.920756766109916,0.0,0.0,0.0,0.0,0.0,0.0,1310.2413749622026,449.1159316917138
1558318619.1477282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.89577712382864,13.988882553969388,0.0,0.0,0.0,0.0,0.0,0.0,1249.3266789212903,497.66508683891846
1558318619.3003197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.10827917289274,14.067891281490766,0.0,0.0,0.0,0.0,0.0,0.0,1196.5604462353804,526.3864180477509
1558318619.4709063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.21453019742479,14.107395645251456,0.0,0.0,0.0,0.0,0.0,0.0,1151.1714852742462,562.9308632554621
1558318619.6444125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.3937422396594,14.173208880533181,0.0,0.0,0.0,0.0,0.0,0.0,1101.410180775897,563.5921316703927
1558318619.8099875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.53966427506452,14.225826623575257,0.0,0.0,0.0,0.0,0.0,0.0,1057.5969718417275,571.7478345575059
1558318619.9775357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.61262529276707,14.252135495096296,0.0,0.0,0.0,0.0,0.0,0.0,986.5711974348817,628.4776957546223
1558318620.2168713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.792777067973894,14.31586323207798,0.0,0.0,0.0,0.0,0.0,0.0,977.2277515029849,618.0604673842334
1558318620.4013777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.00715858298243,14.390700962999277,0.0,0.0,0.0,0.0,0.0,0.0,922.736216499062,655.1712292433199
1558318620.5789056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.22154009799097,14.465538693920575,0.0,0.0,0.0,0.0,0.0,0.0,897.8875476895698,632.6514930815367
1558318620.749447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.366872749547014,14.514567109368098,0.0,0.0,0.0,0.0,0.0,0.0,887.8958955309256,619.5933406624586
1558318620.9239817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.51220540110305,14.563595524815621,0.0,0.0,0.0,0.0,0.0,0.0,872.4932579758394,601.0923808376702
1558318621.097525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.693349683537996,14.621947673434583,0.0,0.0,0.0,0.0,0.0,0.0,861.342002466036,590.4948275931405
1558318621.2959871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.801827640194915,14.655785614329783,0.0,0.0,0.0,0.0,0.0,0.0,871.1025740460365,591.7989253499817
1558318621.4725502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.018783553508754,14.723461496120182,0.0,0.0,0.0,0.0,0.0,0.0,881.7300277793539,596.0660707035084
1558318621.6480465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.20076312934758,14.780751894267503,0.0,0.0,0.0,0.0,0.0,0.0,904.1094373492173,608.1844820395535
1558318621.8106115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.34776636771138,14.827656808771744,0.0,0.0,0.0,0.0,0.0,0.0,791.9627487608946,696.853352373174
1558318621.9781625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.421267986893284,14.851109266023865,0.0,0.0,0.0,0.0,0.0,0.0,830.8865249583316,626.1745148434145
1558318622.146712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.603454445996206,14.906810667110733,0.0,0.0,0.0,0.0,0.0,0.0,884.6059891596635,568.2687909681176
1558318622.3242412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.82082412583824,14.971308554780224,0.0,0.0,0.0,0.0,0.0,0.0,902.0803611745724,582.0370721595863
1558318622.5107405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52.03819380568028,15.035806442449717,0.0,0.0,0.0,0.0,0.0,0.0,886.6496284942681,564.9648510195722
1558318622.6802857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52.07468440363212,15.046361117833161,0.0,0.0,0.0,0.0,0.0,0.0,873.8589816525285,558.5809600895069
1558318622.8488603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52.147665599535806,15.067470468600051,0.0,0.0,0.0,0.0,0.0,0.0,924.3073599585355,499.3541555507479
1558318623.025364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52.220646795439485,15.088579819366942,0.0,0.0,0.0,0.0,0.0,0.0,909.4094641086378,486.0466173021959
1558318623.2049212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52.51677709554043,15.16968416730599,0.0,0.0,0.0,0.0,0.0,0.0,939.4602297719233,507.2146512478049
1558318623.3824086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52.664842245590904,15.210236341275513,0.0,0.0,0.0,0.0,0.0,0.0,953.9796722216106,520.9180546885734
1558318623.555945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52.960972545691845,15.291340689214561,0.0,0.0,0.0,0.0,0.0,0.0,931.4973547146442,512.0822833100124
1558318623.7424486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.10914878699676,15.331134551758863,0.0,0.0,0.0,0.0,0.0,0.0,919.8698576949174,504.2952904485704
1558318623.9478986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.25732502830168,15.370928414303165,0.0,0.0,0.0,0.0,0.0,0.0,948.3865187270183,439.2552096922411
1558318624.1174464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.44348949797367,15.41774968868825,0.0,0.0,0.0,0.0,0.0,0.0,883.9993462546095,504.39417208577834
1558318624.2869911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.66764219601274,15.471598374914118,0.0,0.0,0.0,0.0,0.0,0.0,924.620573942986,470.1691034651175
1558318624.7028816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.77971854503228,15.49852271802705,0.0,0.0,0.0,0.0,0.0,0.0,865.7261094791354,522.5466599752303
1558318625.7550693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54.11607753129387,15.578715221180056,0.0,0.0,0.0,0.0,0.0,0.0,917.8402921400693,483.764245444499
1558318626.4342532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54.480959341712335,15.661377629874483,0.0,0.0,0.0,0.0,0.0,0.0,916.7887060445838,498.07221093365104
